id;kode_produk;review;aspect_term_sentiment
676a0517be2fc900b4292913;82166;dapat rekomendasi dari teman, jadi aku langsung cari dan beli di offline store. packaging nya seperti loose powder pada umumnya. sebagai oily skin aku benaran suka banget, karena dia oil control nya juga bagus banget. benaran bikin make up aku stay dan enggak geser;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
65e1ef2264fd2333e850abc0;19048;fyi, kulit aku acne-prone dan oily ya. waktu itu iseng cari sunscreen baru, dan pas coba testernya kayaknya bagus sih. dan ternyata memang iya. dia finishnya glowing begitu, jadi kadang kalau lagi berminyak tambah kelihatan berminyak. tapi anehnya dia enggak buat mukaku break-out, masih nyaman sih, kadang kalau lagi kepanasan tinggal lap saja pakai tisu, sudah deh. di muka aku enggak buat komedoan, overal aku nyaman saja pakenya, balik lagi ke kondisi dan kebutuhan kulit kita.;"""[{'term': 'efek minyak', 'polarity': 'neutral'}]"""
662dedfd2a8856da456fd005;82166;saya suka banget dengan produk ini. sudah beberapa kali pembelian dan saya selalu puas dengan hasilnya.. nyaman digunakan dikulit saya yang sedikit sensitif;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
663e0b99c925aa9a2d25db52;19048;texture nya enak banget cocok buat dipakai sebelum make up. enggak bikin kering, tapi agak kurang cocok buat reapply di atas make up aku hm. dan harganya kayanya bisa dapat yang lebih murah dengan kualitas yang sama deh hehe;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'negative'}]"""
662654644650fe14b1c3bb04;82166;sudah kesekian kali repruchase this product! tipe kulit aku oily dan cocok banget sama sunscreen azarine. teksturenya thick dan mudah meresap. tidak ada baunya jadi cocok untuk kulit sensitif;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'aroma', 'polarity': 'positive'}]"""
6627146141bf33db5d72db4e;98204;sunscreen praktis tinggal semprot, tidak lengket di wajah jadi cocok buat pengguna makeup, daya serap cepat, travel size sangat membantu untuk pengguna tas mini;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
662a05e6c5625d44a01540e1;98204;bagus banget dan enggak ribet tinggal semprot tapi woilah isinya dikit banget. enggak bisa apa tambahkan wkwkwk tapi asli bagus banget dan sangat sangat rekomen buat kita yang malas retouch sunscreen mending beli ini tinggal semprot jadi satset;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66a4fb2f54539f1db3380447;19048;this is my favorite sunscreen i ever have. di kulit aku terasa ringan seperti enggak pakai sunscreen. sok far udan cocok sama produk ini. absolutely wil repurchase;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6610d512daf69c34299caf72;98204;suka banget sama wanginya yang enggak terlalu overpowering. lubangnya juga besar. cuman mungkin aku yang baru pertama kali pakai jadinya kadang nyemprotnya sering terlalu kuat.;"""[{'term': 'aroma', 'polarity': 'positive'}]"""
66af62bed41c180421c38066;98204;with the price they offer, itu is the best of the best. no sticky feeling, doesnt have strong smel and have good spreading ini one spray. would buy itu again;"""['term': 'harga', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}, {'term': 'aroma', 'polarity': 'positive'}]"""
6700e99cc11fb299cf5c91de;80032;entah kenapa sunscreen yang satu ini bikin wajah jadi kusam maybe karena enggak cocok chemical sunscreen? tapi memang protection nya oke sih tapi enggak suitable buat daily , karena kusam banget di aku :(;"""[{'term': 'lainnya', 'polarity': 'negative'}]"""
669fb0f98f5465080d9536f7;82166;"cocok banget buat kulit normal tapi oily. sangat menahan minyak, cepat kering dan ringan. ada sensasi dingin setiap awal apply. kalau kulit lagi breakout/berjerawat, ada rasa gatel dikit tapi lama"" biasa saja, cuma enggak ngaruh apa"" ke jerawat. sometimes malah menambah muncul jerawat";"""[{'term': 'efek minyak', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}]"""
66c81efbf7af34122b0db33a;101646;sunscreen ternyaman dan terenak yang pernah kucoba benar benar nyerepnya cepat banget enggak berat dimuka no white cast definitely akan beli lagi dan selalu pakai ini;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
65a57b8ab41f48809d2d66f1;19048;"sumpah ya this is sok sok sok good! atleast harus coba sekali seumur hidup woi karena benar"" cocok banget untuk aku yang acne prone aku enggak capek2 rekomen ini sih ke teman"" aku saking bagusnya";"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
670d3fedcf8bd802060ffbd1;80032;value for money nya sih juara. tapi enak juga di pakai nya, agak bikin minyakan sedikit sih kalo di saya, tapi enggak banget kalo habis itu di timpa make up malah jadi bagus.;"""['term': 'harga', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'neutral'}]"""
66e544b9e4cb654ee2ad2465;82166;ini sunscreen ter favorite aku karena dia cocok banget buat kulit yang berminyak, texture nya tuh gel cream yang ringan banget buat muka, finish s nya satin matte;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
661976a245bf7e94dc8f46e1;82166;sudah enggak tau lagi deh ini ke berapa kali purchase. lightweight banget, no whitecast, cepat nyerep juga. terus kadi buat makeup flawles juga, sampai mamah aku keracunin xixi;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
670e4678cf8bd80b7e10b543;19048;repurchase again  texture yang enggak lengket, cepat resap & enggak bikin kulit jadi abu abu, malah ada timbulin kelap kelip kalau di kulit ku  + kandungan spf 50 yang enggak perlu pengaplikasian berulang (kalo enggak diibutuhkan);"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
670561338c4a0436fbbb9679;80032;produk sunscreen yang lumayan oke tapi untuk harga menengah lah ya,  untuk pamakaian cocok di kulit yang sensitive jadi yang mau coba masih oke saja, tekstur oke banget karena sangat ringan, gampang di blend, enggak ada whitecase, smooth and light, selalu repurchase sunscreen ini;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
665ddb9413983bb99666f17b;19048;serius ini sunscreen nya bagus banget! texture nya tuh mild dan enggak bikin berat dimuka, terus enggak ada whitecast nya juga jadi aman kalo misal dibawa olahraga dan enggak bikin kusam juga  cinta banget sama sunscreen ini;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
66863a5fc33b225dc5c89846;82166;sunscreen yang super light, kayak gaberasa pakai apa-apa. dan yang paling penting harganya masih sangat ramah sama kantong. jadi gaperlu mikir lah ya untuk beli & stock. alhasil, gue sudah habis berbotol2 deh, enggak tau tepatnya berapa. top!;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}]"""
66cdb83baec5c3eff3aee751;80032;sunscreen yang cocok untuk kulit aku yang kombinasi. tekstur yang ringan dan cepat meresap sehingga mempercepat penggunaan sunscreen sehari2. kandungan yang aman untuk kulit;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66182c178a2f5684828d632c;82166;ringan banget di wajah, cepat menyerap, enggak buat greasy juga, di wajah buat agak glowing juga sih, pakai ini enggak kerasa pakai sunscreen dan buat makeup menempel;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}]"""
65f5c247af59c9a26f0dcdb4;98204;untuk wangi sih enak banget, tapi bikin muka jadi minyakan banget karena aku sudah type muka yang oily sih . cepat abisny juga harga sebegitu aga mahal dikit sih;"""[{'term': 'aroma', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'negative'}, {'term': 'harga', 'polarity': 'negative'}]"""
669a0f93da217a708dc20d43;98204;- aktif dipakai sebanyak 2-3 kali semprotan panjang dalam sehari selama 5 hari setelah itu langsung habis (untuk isi enggak terlalu banyak karena beli yang size kecil).;"""[{'term': 'lainnya', 'polarity': 'neutral'}]"""
668259f6d92d0156e58adcbd;82166;aku susah banget mencari sunscreen sebenarnya, pernah cocok cosrx tapi agak mehong terus mencoba azarine ini wah cocok ternyata gabikin berminyak juga terus harga affordable jadi repurchase ini terus deh;"""[ {'term': 'efek minyak', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}]"""
6649f67c9c003c6b1161770e;98204;suupeer easy tapi use comfortable 8/10 agak sedikit greasy saja diaku, cocok cocokan kali ya. but overal ini sangat memudahkan buat diluar rumah retouch sunscreen;"""[{'term': 'efek minyak', 'polarity': 'negative'}]"""
662cc48ce22fcfc902610c0f;19048;holy grail banget!!!! dia blendable dan enggak whitecast, suprisingly dia juga cukup melembabkan kulit. kalau kalian mau naikin budget skincare you should buy this;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
66ebe9a6107b80f76fe2a2c7;80032;akhirnya nemu sunscreen yang cocok, enggak bikin kusam dan jerawatan, texturenya kayak lotion agak lengket tapi oke banget, worth itu pokoknya bakal repurchase terus;"""[{'term': 'tekstur', 'polarity': 'neutral'}]"""
676e965bfad77f233dee285b;80032;setelah mencoba sunscreen carasun, saya merasa produk ini cukup baik. teksturnya ringan dan mudah menyerap ke kulit, tidak meninggalkan rasa lengket. saya merasa kulit saya terlindungi sepanjang hari, meskipun saya hanya menggunakannya untuk kegiatan sehari-hari.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6665255d7da6417d6aee0b9a;82166;teksturnya ringan banget di wajah! no whitecast dan cepat nyerep!! gabuat muka jadi kelihatan berminyak dan enggak buat kusam!! bakal repurchase karena memang bagus!;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}]"""
664ed2753798ec3e8087d600;19048;setelah dipakai benar adem dikulit wajah saya tidak membuat kulit wajah saya berminyak saya cocok dengan suncreen ini next order lagi di soco spgnya baik semu ramah lagi;"""[{'term': 'efek minyak', 'polarity': 'positive'}]"""
65b465bcd0fbbe3d883b78c2;19048;love this  abisnya lama padahal dipakai daily cepat meresap dan cakep banget kalo ditimpa cushion, jadi kelihatan glowing dan enggak bikin muka abu2 buat aku sih warna kulit kuning langsat;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
66a8d7457b494f51f3eead61;82166;moist banget, enak buat dipakai sehari-hari, bikin kulit lebih kenyal dan sedikit cerah tapi enggak ada white cast sama sekali. hasilnya dewy semi matte, lebih bagus kalo pakai bedak lagi biar lebih matte lagi;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
66137e258302c83c53a8bced;98204;bagus, butirannya halus, sat set tas tes makenya, tapi enggak bisa dikirim harus beli di toko, takut meledak kali ya, mantap pokoknya skintific enggak pernah jelek;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66266465e7220e459579bd60;98204;suka banget sama sunscreen ini. pakenya gampang dan enggak ribet tinggal spray saja dan selesai. agak boros sih kalo spray begini tapi hasilnya bagus banget, tidak meninggalkan whitecast & enggak geser. selalu repurchase product ini.;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
66376ceca995d72483f4f34a;98204;praktis banget buat dibawa travelling, tinggal spray jadi gampang kalo mau re apply, bisa pakai buat tangan kaki juga, ringan dan enggak berasa pakai krim apapun;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66c83ab8bfd4b57aabb9c2d9;82166;waktu itu coba dari merk lain tapi enggak cocok & panas di muka, terus coba pakai s ini & langsung cocok, enggak ada efek tone up nya & rasanya ringan banget di muka, cepat juga proses s nya ngeresap ke wajah;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6728cefcce5b7c3442ddfd2e;19048;sunscreennya watery banget, terus enggak lengket dan bikin kulit benar bene hydrate, no parfum juga, jadi enggak bikin flek atau komedo apalagi jerawat. semoga sering diskon ya, biar bisa pakai terus;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'aroma', 'polarity': 'neutral'}]"""
668932048cc53d2397f347dd;101646;benar benar bagus di muka dan enggak buat abu2!!! mudah ngeblend dan berasa enggak pakai sunscreen, must try this s for daily. mudah dibilas juga kalo wudhu jadi lebih enak;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
66192c3950bfb2787913bd23;98204;first of al, easy to use. enggak bikin ngerusak make up, tapi kurang suka sama texture pas sudah dispray nya, oily bikin rasanya cuci muka karena enggak betah di muka. oily di muka karena ngespraynya dengan jarak dekat, tapi kalo jauh sama saja kayak enggak reapply. but suka sama after nya sih cooling begitu dan ya tetap ini berguna banget buat kalo mau reapply sunscreen tanpa ngerusak make up;"""[{'term': 'tekstur', 'polarity': 'negative'}, {'term': 'efek minyak', 'polarity': 'negative'}]"""
669af6c5116afc2263648100;80032;salah satu sunscreen yang aku suka karena teksturnya yang tidak lengket, mudah menyerap, dan tidak mengkilap. hanya saja, untuk tipe kulit yang kering bikin sunscreennya cepat habis jadi enggak begitu hemat. tapi overal worth tapi try;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}]"""
66cd580cf9647e1f5346bcb3;101646;salahsatu sunscreen favorit aku.. sudah habis 3tube besar dan ini ada yang mini size cocok sekali buat traveling.. enggak menuh2in tas. teksturnya gel watery yang ringan banget dipakai. enggak ada whitecast, enggak lengket dan enggak bikin sumuk.;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
66b5d4782801f073b80d8e46;80032;spfnya enak teksturnya benaran kayak awan, cuma karena mukaku dasarnya ily, jadi kayak agak berlebihan lembabnya. mungkin buat kulit kering atau normal akan lebih pas;"""[{'term': 'tekstur', 'polarity': 'neutral'}]"""
6704c9e978a2524eefa0323e;80032;enggak tau deh sudah habis berapa botol yang ukuran besar nih, soalnya enak banget dibawa olahraga outdoor, travelling, atau sekedar keluar makan siang di kantor. enggak greasy enggak berminyak dan enggak ngerusak make up.;"""[{'term': 'efek minyak', 'polarity': 'positive'}]"""
664f02addf5a9823b7289d1f;80032;awal coba kurang suka sama teksturnya,tapi lama kelamaan cocok juga dan enggak bikin jerawat. untuk harga oke banget soalnya suka promo haha. packagingnya kayak sunscreen pada umumnya gampang digunakan;"""[{'term': 'tekstur', 'polarity': 'neutral'}]"""
66dddf89e4a931b8277a7b4b;82166;beli sunscreen ini karena reviewnya cukup oke dan harganya murah tapi ternyata kurang nyaman (kayak peeling) dipakai padahal teksturnya ringan karena gel dan kurang bagus kalo lagi breakout;"""[{'term': 'harga', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}]"""
66b6117d07f960568bd59fb5;80032;baru sekarang pakai sunscreen yang efeknya matte, rasanya ringan banget dan dingin, walaupun tekstur agak padat tapi ketika diaplikasikan super smooth.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6763a51cbe2fc993e61cf1b3;19048;sunscreen nya enak banget sumpah buat tipkul dry, ada aloevera nya kayak adem begitu. spf nya juga sudah 50, untuk kombi skin boleh saja sih tapi lebih cocok ke dry skin.;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
668146382af91f2059e9f706;82166;kulitku oily acne prone dan alhamdulillah cocok pakai sunscreen ini.gampang banget di blend dan enggak whitecast.awalnya mau mencoba takut,tapi sekarang malah keterusan.;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
66d3ed9467ebdc43e94c1f54;98204;kusuka kepraktisannya dalam re apply sunscreen rapi enggak suka sama texturenya yang bikin oily type mukanya tambah berminyak, jadi menambah kesan kucel;"""[{'term': 'tekstur', 'polarity': 'negative'}, {'term': 'efek minyak', 'polarity': 'negative'}]"""
66520c699f15bf018b0ac216;19048;sejauh ini cocok dipakai untuk muka ku.. tidak membuat terlalu berminyak dan tidak meninggalkan bekas warna putih pada muka.. dan juga melembabkan mukaku;"""[{'term': 'efek minyak', 'polarity': 'negative'}, {'term': 'whitecast', 'polarity': 'negative'}]"""
66e190584d43af302f912472;19048;mamaku juga yang beli hehehe tapi sudah sering purchase berarti bagus banget, enggak lengket teksture nya juga enak pernah mencoba pakai juga sudah pakai sebulanan kayanya;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66adc7a7cc094805c4527726;101646;coba karena reviu orang orang, tapi menurutku biasa saja ya mungkin karena belum nemu sunscreen yang nyaman. kalo sekarang juga lebih memilih pakai physical;"""[{'term': 'lainnya', 'polarity': 'neutral'}]"""
665075410142bb27a9d10ee1;19048;sunscreen untuk kulit kering. tekstur sedikit berat, butuh waktu lama untuk meresap. efek soothing ada, cocok untuk memperbaiki tekstur wajah. good product,,;"""[{'term': 'tekstur', 'polarity': 'neutral'}]"""
65ed47670cec8169f37b0316;19048;sunscreen-tapi-go ku setiap travel! karena ukurannya minimalis tetapi bisa tahan lama banget. di aku cukup untuk membuat kulit tidak sunburn si, dan membuat kulit juga lembab. the product is good and worth tapi repurchase!;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66afe6c607aa362a3164b388;82166;ringan di kulit, cepat meresap, cocok buat daily tapi yang kalau kena keringat agak perih dimata huhu, bagus tapi dikulit aku enggak cocok jadi perih dan komedo;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66174c822e25ac491c6cba7a;19048;teksturnya krim tapi enggak berat di kulitku. cocok juga buat jenis kulitku yang berminyak dan sensitif. ditambah, benar-benar pelindung kulitku di cuaca panas ekstrim sekarang ini  sayang goodbye tapi sticky and gressy suncream;"""[{'term': 'tekstur', 'polarity': 'positive', {'term': 'efek minyak', 'polarity': 'positive'}]"""
675c419946f119654f455602;80032;cepat meresap & lembab, tapi enggak tau ya aku saja apa bagaimana kalo sehabis pakai ini aga pengap, dan terkadang teksturenya yang unik kayak awan tapi sedikit berat;"""[{'term': 'tekstur', 'polarity': 'neutral'}]"""
65ec2513b3da43258c33aa8f;98204;untuk re apply memang ini ok banget apalagi buat aktivitas di luar ruangan dan make up, gampang di re apply dan buat make up geser. enggak bikin kulit berminyak juga, pokoknya ok banget sih ini;"""[{'term': 'efek minyak', 'polarity': 'positive'}]"""
66536e72db331b67d534cecf;101646;aku suka tekstur nya yang super ringan, ketika kena kulit kayak berubah jadi lebih cair. ringan juga di kulit enggak kerasa lagi pakai sunscreen. enggak menimbulkan breakout di kulit.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6689294c2d9da8581dd821c0;82166;ketika dipakai langsung meresap sempurna tanpa lengket2 , dipakainya nyaman dan cocok untuk kulit sensitif dan oily . tidak membuat wajah semakin berminyak dan kusam;"""[{'term': 'tekstur', 'polarity': 'positive', {'term': 'efek minyak', 'polarity': 'positive'}]"""
66b995c02801f03243117b16;101646;sunscreen terdebest, benar benar melembabkan sekaligus melindungi dari sinar matahari. tube nya pun anti tumpah dan benar-benar no whitecast, cocok untuk skintone orang indonesia...;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
65f45433be9545dc35c587ae;98204;baguuus sih, tapi menurut aku bau nya tuh semerbak banget ya untuk ukuran sunscreen tapi enak gampang buat reapply sunscreen kalo lagi di luar ruangan. always love skintific!;"""[{'term': 'aroma', 'polarity': 'negative'}]"""
662afad59462c34cf27fd43c;101646;penasaran sama sunscreen satu ini karena di-rave sama beauty influencer. dia sebenarnya buat dry skin ya, tapi banyak yang bilang ini masih bisa dipakai sama yang oily skin jadinya aku coba check out. eh ternyata kurang cocok  dia memang ringan banget sih, tapi finish-nya way to dewy for me... muka aku jadi kelihatan becek. plus ada dikit perih waktu apply di dekat mata. anyway sepertinya aku bakal cari alternatif lain, tapi buat yang dry skin sepertinya bakal suka sama sunscreen ini.;"""[{'term': 'tekstur', 'polarity': 'positive', {'term': 'efek minyak', 'polarity': 'negative'}]"""
663740fc84847b1c92d71c7f;19048;honest review, ini bagus banget untuk remaja dengan tipe kulit normal yang baru mau mulai pakai sunscreen. kesan setelah pakai juga ringan, ngecerahin bukan memutihkan, dan cocok untuk dipakai sehari hari.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
662b99d00a943f31df7ed6ac;101646;enak pas dipakai, enggak bikin jerawatan, bikin kulit jadi cerah juga pas dipakai, enggak bikin berminyak, nyaman untuk kulit yang berminyak dan acne;"""[{'term': 'efek minyak', 'polarity': 'positive'}]"""
66c92d5d22a2c397892b12e7;82166;suka banget dengan produk ini top dari segi harga dan fungsinya  tekstrurnya creamy dan mudah di bland serta cepat nyerap ke kulit. tidak ada aroma yang menyengat dan cocok di kulit aku yang combi;"""[{'term': 'tekstur', 'polarity': 'positive', {'term': 'aroma', 'polarity': 'positive'}]"""
671b3789ab2af57353ec17b1;80032;sunscreen nyaman untuk daily, enggak bikin breakout juga. tapi botolnya ukuran kecil sekali jadi gampang habis. tapi sok far enak enggak luntur walau keringetan enggak whitecast!;"""[{'term': 'waterproof', 'polarity': 'positive', {'term': 'whitecast', 'polarity': 'positive'}]"""
669224c40e0b4f1bfa8e7e2a;80032;tekstur nya ringan, cepat nyerep, untuk aku yang jenis kulitnya berminyak ini enggak bikin tambah berminyak, pokoknya bagus banget. recommended produk. padahal baru pertama kali coba merk ini, tapi pas datang langsung suka. thankyou!;"""[{'term': 'tekstur', 'polarity': 'positive', {'term': 'efek minyak', 'polarity': 'positive'}]"""
66a85aef36388463e8e75632;98204;sejauh ini sunscreen mist yang paling aku suka dan lumayan cocok. tidak white cast, semprotannya menyebar rata dan mudah diaplikasikan, tidak bau yang menyengat sih. kalau cepat habis.ya karena isinya sedikit sih. rekomen dan bakal repurchase love lu aku suka;"""[{'term': 'whitecast', 'polarity': 'positive', {'term': 'aroma', 'polarity': 'positive'}]"""
6610905a01806a2f201c917e;19048;cocok but muka sensitif kayak aku, enggak ada efek whitecas nya sumpah bagus banget dan bikin enggak berminyak, buat muka jadi lembab mampus bakalan beli lagi sih ini;"""[{'term': 'whitecast', 'polarity': 'positive', {'term': 'efek minyak', 'polarity': 'positive'}]"""
6741669be3100446bc1c2e7b;101646;bagus aku suka banget sama produk skin 1004 yang ini. gampang di blend di muka dan teksturnya juga pas banget di muka aku pokoknya lov banget deh sama produk ini. wajib di coba guys;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
65cab6324fb7061e9b0d9f7b;19048;another best of the best sunscreen for me. buat kulit normal-dry skin ini cocok banget di aku, teksturnya bukan yang light agak creamy, dan enggak buat whitecast;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
66983dc5d76f4fec877ad443;80032;the ultimate holy-grail. sudah lama sekali pakai sunscreen ini. tekstur ringan, aplikasi mudah, cukup tahan lama dan mudah dibawa kemana-mana. re-apply agak repot kalau pakai make up, belum ada versi semprotnya.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
65c07e7e64ed1424f4f1b319;19048;sunscreen terenak moist pakai ini tanpa merasa oily. teksturnya juga gampang banget buat di blend. tidak ada whitecast sama sekali ini. the best lah ini pokoknya;"""[{'term': 'efek minyak', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
660cb41082997362d52f49a6;19048;cosrx sunscreen sangat berguna. enggak lengket, enggak berbau, sangat bermanfaat banget buat kita terhindar dari sinar matahari dan memiliki sf 50+ apa++++. love banget;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'aroma', 'polarity': 'positive'}]"""
6652e154d015cd752ea8e78a;19048;aku suka banget sama sunscreen cosrx soalnya dia ringan banget dimuka aku terus juga harganya murah sekali cocok buat kantong pelajar i love you sunscreen cosrx;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}]"""
66de8c9c54417a60903a4775;19048;suka banget sama sunscreennya cosrx karena cocok di aku, dan pas dipakai itu teksturnya enak dan ada wanginya juga, selalu repurchase produk sunscreen cosrx;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'aroma', 'polarity': 'positive'}]"""
66f557cfb731382dcfa6cb69;98204;cocok banget untuk penggunaan daily, bisa banget kalo kalian lagi butuh dan mau memperbaiki skin barrier kalian cocok banget pakai ini apalagi uang kulitnya sensitif;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66fa96079ed1056e9ae94f5e;98204;light sunscreen, easy tapi apply and super wonderful effect. not feel heavy but can cover everything with only one spray. best product tapi carry during travel;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
65f47cd109e7d26553e633d5;98204;cocok untuk reapply sunscreen, gampang banget di apply. kalau mau satset tinggal pakai ini tidak perlu di apply menggunakan tangah hanya perlu di semprpotkan ke wajah;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66f96f95bf847e41c6311eeb;80032;kemarin beli buat adik terus dia pakai ini katanya kurang cocok sih kulit dia jadi ada bruntusan begitu apa mungkin karena kulitnya berminya juga ya padahal teksurnya ringan sih;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
661bdc8d2a02664f69a66085;98204;packagingnya compact jadi enak dibawa kemana mana, wanginya agak menyengat. mempermudah untuk reapply suncreen. akan cocok untuk yang sering pakai makeup.;"""[{'term': 'aroma', 'polarity': 'negative'}]"""
65db54c32fdc16dc76afbdbd;101646;this is sok good, untuk kulit dry dan sensitive sih cocok kali. enggak buat iritasi, sok moisturising, easy tapi blend, dan enggak buat oily, this is one of my favorite sunscreen;"""[{'term': 'efek minyak', 'polarity': 'positive'}]"""
667c0a77392c4f7aebab5ece;101646;one of the best sunscreen ive tried!! its super hydrating and i have zero bad experience with itu under my make up. feelsnya lightweight and enggak peeling through out the day. ada tone up nya tapi enggak yang to much.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
670b5c47f9a7976d00a132e9;19048;favorite chemical sunscreen spf 50+  apa+++, 2 fingers rule.. thick lotion texture gampang di ratakan, extract aloe vera melembabkan kulit jadi bisa skip moisturizer and dapat mengontrol minyak berlebih. paling penting tidak perih di mata, no whitecast... repurchase? yash;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
666188abd47e1b5ce3cfffb9;80032;kulit normal kayak aku suka banget sama sunscreen yang kentel dan enggak bikin whitecase even dikulit yang sawo mateng kayak aku. dia enggak watery dan gampang banget set jadi bisa sat set. gonna be my favorit one;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
66451d5675129313ae4546b3;101646;akhirnya mencoba juga sunscreen dari skin1004. enak banget enggak berat dan enggak bikin wajah makin oily. bikin lembab dan enggak ada whitecastnya #noworrieskit #noworrieskitxskin1004 #socoid;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
66ad116acc0948662851f662;80032;beneeran ringan bannget ini sunscreen, pas di apply enggak kayak pakai apa begitu loh beneran ringan, harganya juga masih masuk di kantong, enggak menyesal beli ini;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}]"""
66ecf1b27f51f74861412a2b;80032;tekstur aman dan gampang banget nyerepnya enggak lengket gabikin tertarik juga setelah dipakai, cocok untuk semua kulit gabikin perih juga cocok banget pakai produk ini;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6694da347b728d82f7494c6f;101646;teksturnya cair dan enggak ada whitecast sama sekali, enak banget dipakai sehari hari buat kulit kering ini membantu banget buat skinprep karena melembabkan banget;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
66cee3c5e266965f1a283f70;19048;ngelembabin banget sih tapi di aku jadi nya enggak cocok, karena jadi minyakan banget muka aku dan muka aku kalo sudah banjir minyak bakal risih dan gatel gatel jadi enggak aku pakai lagi.;"""[{'term': 'efek minyak', 'polarity': 'negative'}]"""
